userHash,beginTime,latitude,month,location,label
03a3280145cc9e3c7a0a55169167c8be,2020-12-01 23:12:47,24.17,12,線上,1
03bc0fa1b248f91a3a4331dc161eac3b,2020-12-15 06:10:39,24.12,12,線上,1
03c8eaf8b9abc73769cb8d6676df1b97,2020-12-31 16:36:01,24.07,12,線上,0
03f92ebf25dfb6104abb0ac698036446,2020-05-02 22:23:20,24.19,5,線上,1
04002dcf045ab7aeac96ac2018cbf2e5,2020-08-23 16:23:43,22.45,8,高雄,1
04118baeea7de07d12cd4417b976f030,2020-12-30 07:33:23,25.02,12,台北,0
043eb94c004dd823a607657bca97ac90,2020-04-12 13:40:18,24.63,4,台北,1
0454c67e57f75b911cfea4165261d672,2020-07-21 21:49:56,23.95,7,線上,0
046881175114d42f3ca4fa65d677f7cf,2020-12-17 18:26:00,25.0,12,台北,1
046bc1eb2b365d44bed348fdaa9ea17d,2020-07-14 16:20:04,22.98,7,高雄,0
047017a573f92bb84f9bffd248f156a5,2020-08-13 23:37:17,22.38,8,高雄,1
04b55fd658ab7cd32ba1cbf6eff5bbe5,2020-11-10 08:16:42,25.07,11,台北,1
04da858f9d4f9f5f81f4a21a234f3800,2020-11-30 19:02:04,25.06,11,台北,0
04e1f2974a2639aa245196acf8d7fcaf,2020-07-21 19:49:44,24.96,7,台北,1
04e507353bf1abb496b24511b7b7f46f,2020-05-16 08:02:04,22.64,5,高雄,0
050874fe26ba17a4ed4ed09862e41128,2020-12-29 19:22:11,22.85,12,高雄,0
05097dbd0d3109367e6abf099fee5bb5,2020-11-10 20:22:57,24.98,11,台北,0
051374f6bbab90f85caf8dc670cb8c90,2020-11-24 22:31:58,25.06,11,台北,1
051d9f1d728bb35ffd22db4fcf78bbd7,2020-03-01 16:22:04,22.67,3,高雄,1
053606b366d4ce43c05102d7d0b8e56e,2020-09-30 17:11:38,25.09,9,台北,0
053a739f03e13575345a28461f72fd6d,2020-11-30 18:05:27,25.02,11,台北,0
0547132ed3833202bbaf186c7f5e9a09,2020-09-30 15:12:53,25.04,9,台北,1
0583abe772a25eb0c42374a5043fd2f3,2020-11-21 12:32:36,25.12,11,台北,0
0586a0930219bcb88e64b9e7d504819a,2020-12-29 18:16:46,25.01,12,台北,1
059e4bdbbfa1a526fb752a002664d21b,2020-06-02 19:06:11,24.79,6,台北,1
059f3183f80f2b51067d84d6765cf5b6,2020-01-09 10:15:17,25.13,1,台北,0
05c96105d1bee31cc337462ed60f2a1d,2020-11-27 23:36:17,25.05,11,台北,0
05cbedb6f45b0c29af645d0e016e67c3,2020-06-27 16:40:43,22.79,6,高雄,0
05d254139d1311328b7265222db817ea,2020-08-06 19:51:45,24.84,8,台北,1
05d28720ac4c8794e1d3b974fe84598b,2020-12-31 17:15:40,25.04,12,台北,0
05d3e4612677862daef6bf7d7d62a2ed,2020-12-26 16:41:44,24.17,12,線上,0
05dd93e554b42d49d6ab2d0a56cc452d,2020-12-18 13:25:21,34.08,12,台北,0
05f2a655d6ea080cb47a58872f1781d6,2020-10-30 19:17:58,24.75,10,台北,1
06056a0aebc4322e16bbb3eae871f0a1,2020-05-20 23:48:34,23.47,5,線上,1
060bee0f70c32a1d6aa287c43d162d7e,2020-11-30 20:39:53,24.09,11,線上,0
0610a6027c559832be8349bd7531d1ab,2020-11-10 07:43:57,24.96,11,台北,1
061f1d81ce564b7f1eb02d3eb04f0047,2020-05-27 20:07:42,25.06,5,台北,1
0629df3c33297cffd1e3a1ef22a8903a,2020-07-04 09:04:18,23.17,7,高雄,1
06320f00840b326118957a247b789a29,2020-11-11 11:46:59,24.84,11,台北,0
0642c9a30072819489c8295aa1828f4c,2020-02-26 10:54:00,24.04,2,線上,1
0644640552a5257488714a6cb9505f46,2020-06-04 11:56:26,24.44,6,線上,0
06466b406448f494b7f622ab3af1f726,2020-08-13 17:52:10,24.03,8,線上,0
06575221fb038ad4e7ac0e2debd1d513,2020-12-18 16:58:11,23.01,12,高雄,0
066aa1722fec8262e0d6f61a0c0816b7,2020-12-26 13:28:02,22.67,12,高雄,1
067575298991358c5f14397324d0007f,2020-09-19 09:54:45,24.16,9,線上,1
067abb6487b7f29c0a6a5e7565f08fc2,2020-08-26 22:07:28,24.17,8,線上,1
068486723c9e30fdc44e63c376ac76be,2020-06-05 08:58:39,22.99,6,高雄,1
068984d29290a5ff080fd82d9b4a27a4,2020-11-28 20:52:05,24.1,11,線上,0
0691ea499e760f98c0167eca15a734dc,2020-03-16 18:48:40,23.48,3,線上,1
069b933593bca19961f8022b9ba93b7d,2020-08-24 20:31:00,24.91,8,台北,0
069ca7a3c3a01de235911ad12601c8e8,2020-10-26 12:46:15,25.06,10,台北,1
06a25ff741397d296c5f2c2309dff181,2020-05-06 20:35:09,22.57,5,高雄,1
06a9d2bfdd708acf0f02ae9bd2521a9c,2020-12-31 23:22:42,23.15,12,高雄,0
06abc8c726ebd6168ee1b232326677b5,2020-12-29 20:02:14,25.02,12,台北,0
06abf0126a0647d0690219f815ac37d5,2020-11-24 20:33:36,24.22,11,線上,0
06b71f439335396b4633de2c5846ce5b,2020-10-29 17:47:08,22.78,10,高雄,1
06bd9c8004b320b9bff8939b4dc446ee,2020-09-13 20:30:09,25.14,9,台北,0
06c61ff8c1ec2b5747944c7313cfa08e,2020-12-25 06:00:12,24.49,12,線上,0
06c902270a3e0974699c4e1b2139a8d5,2020-11-22 16:49:21,24.26,11,線上,0
06dd02732606712529deadc301c2778b,2020-10-11 06:25:14,23.93,10,線上,0
06fce684c4a0ca5b77cb19e4e80530aa,2020-05-24 15:29:25,25.03,5,台北,0
07082e9490c8ab8151602c0f8c47ffba,2020-12-27 18:59:12,23.0,12,高雄,0
07426aa1b8c8cd75cf4b10b927b166f6,2020-09-21 18:12:21,22.6,9,高雄,1
075fad2c0342fe185d69ab656de2732d,2020-12-19 16:22:40,22.98,12,高雄,1
079b0d6d06af0e17f03d95a0bbf98b89,2020-11-17 07:52:55,24.99,11,台北,0
07a32bcc6670aa8360024c72232a8860,2020-11-26 17:49:21,25.05,11,台北,0
07b2fdf9b53b37ffe5c438e20693773f,2020-12-29 19:43:40,24.99,12,台北,0
07b59666ae2337e32a6f3bbba8eaa0be,2020-10-26 22:10:59,25.08,10,台北,1
07b89aa2178a2ed2dda0ae9388c2d961,2020-12-08 13:44:17,25.13,12,台北,0
07bee9fad93f2bad4b8ec4383fd28303,2020-09-11 19:20:51,25.03,9,台北,0
07c5dc996bb9887ca6c251eba56aba7f,2020-08-24 19:40:23,25.02,8,台北,0
07d2f082d60f6a973015f41ef92eaf19,2020-05-17 09:02:38,24.79,5,台北,1
07e35ed3ff9896d47f97223706f5d0c0,2020-11-08 13:05:25,23.66,11,線上,1
07f45bab6faf226c0dc2cf0a2e40f9da,2020-09-29 21:21:52,24.96,9,台北,1
0807d4784144d220cef8d160834fc7a1,2020-12-27 05:49:56,24.22,12,線上,1
080a190f7b2f587b85f5b431090ffba8,2020-01-11 15:33:57,22.99,1,高雄,1
080a3328f09161ddea2a04c1e3db423e,2020-12-30 16:41:47,23.11,12,高雄,0
0826aa21f37132370875a526ffed2517,2020-11-07 16:00:26,25.05,11,台北,0
08288193e64395bf6f0bc02ff81661da,2020-11-18 14:28:45,24.73,11,台北,1
08335590e7c79464a3476311f208ef5e,2020-06-05 23:09:29,25.0,6,台北,1
083f8a42e9290f3d88d0459ca47ca37b,2020-12-27 14:04:11,25.02,12,台北,1
084fca13c3ea4e233083d5dcfe32bdc5,2020-11-16 20:12:39,22.66,11,高雄,1
084fe35fe7f28e2904baa228a1f68366,2020-12-27 19:00:18,24.99,12,台北,1
0859bc9e04d59a0477a8e82a47482bc0,2020-11-05 17:28:33,24.98,11,台北,0
08a43366685ff0f96e24fbb0fb30df93,2020-12-31 19:30:40,24.15,12,線上,0
08b8e58e3cc95b7e5c045951f7aba6ca,2020-11-21 12:53:13,25.12,11,台北,0
08ea922543cddbcd473201e4ef5c6811,2020-01-07 08:07:54,25.06,1,台北,1
08ed3cef60cc32729ea7f329fc86d621,2020-09-06 00:28:33,24.14,9,線上,1
08f62e7531e18d904f99f3abd610090e,2020-12-25 18:58:00,24.98,12,台北,1
08fa00f7409bf43c8850a2c7122ffa9c,2020-04-06 22:49:17,23.76,4,線上,0
08fb6276d2a725296730674df4caf0c0,2020-12-19 07:24:00,25.04,12,台北,1
0907a3f7e37630df02312f3afcf104ea,2020-12-03 17:05:17,-31.93,12,高雄,1
0911a7fb5ef91b5d794314c066a5500a,2020-07-04 20:01:05,22.7,7,高雄,1
09159f8564f2efffcc2980cce822282d,2020-12-23 17:30:30,22.3,12,高雄,1
0918ef8cfeb1dfa04323b74e89abf6ac,2020-12-27 16:08:25,25.1,12,台北,0
09190836cdd9062ffdcae6bc153f6a08,2020-08-01 19:11:46,23.74,8,線上,1
09641cc320ebf2d1bd667c67dda66845,2020-10-05 06:14:08,24.79,10,台北,0
096caa5aafa1c04acfe388057869afa6,2020-12-31 19:47:37,24.76,12,台北,0
09735bb049a5d84a5e73d090763b62b8,2020-05-20 05:57:40,24.79,5,台北,1
097877666c702a3d6eca33cc034b1d52,2020-11-05 18:59:54,24.06,11,線上,0
098288332f6b96309f2d050ff7fb53b0,2020-06-26 05:37:48,24.86,6,台北,0
098b307a86a9a928d753499500cb9661,2020-12-18 06:34:32,25.04,12,台北,1
0999d467f41a9bd32a066da2a8ee90f2,2020-08-29 21:31:46,24.99,8,台北,1
09ae28a1aa26d9cb4e7dc51b0346a4f7,2020-06-05 13:32:32,25.06,6,台北,1
09c175fdafb4d437423f5a300cf03d95,2020-12-29 18:16:00,24.81,12,台北,1
09e150cfacb4a2331d2d8104f527e5e8,2020-09-04 19:00:42,24.82,9,台北,1
09e9daf63d69ec5d7c894514355c2d87,2020-12-10 16:22:17,24.7,12,台北,0
09ee75f0afb9de4e55e3a9da8b49273f,2020-04-10 11:13:42,25.06,4,台北,0
0a05ec4720d3528eabe3a710c4503261,2020-08-30 09:51:16,24.83,8,台北,1
0a0c506759d8981d1e09d942739212e2,2020-10-29 19:24:27,24.8,10,台北,0
0a0f5f9695431c978ee31a615592ea5b,2020-06-03 20:43:22,25.03,6,台北,0
0a0f9189f9b46ccbc9b2ba637444d235,2020-12-31 23:10:56,24.78,12,台北,0
0a13da9693b5bfb21a8625ce8c669e02,2020-03-30 21:39:28,25.13,3,台北,1
0a2034819ad508a5c6ae25038bb89f14,2020-05-30 17:06:41,25.2,5,台北,0
0a24ac768a1fb5d7956bd9a69a0f89e5,2020-01-27 15:29:12,24.25,1,線上,1
0a30b76dcbaaf11c221f41b52497ecbc,2020-08-01 13:39:10,22.89,8,高雄,1
0a3a91af0ec039812467e85d9ea43c2c,2020-10-07 17:02:36,24.69,10,台北,1
0a423052815880a3c45b680510c606f1,2020-06-06 15:46:45,22.97,6,高雄,1
0a445d450d95fc2d5e42aebd5df1af78,2020-09-28 13:09:54,25.04,9,台北,0
0a4cfbe4dc6fd4b723d6b25928b3635f,2020-03-07 19:21:14,25.06,3,台北,0
0a700d2f724dbfa5b7eccc8152415241,2020-10-21 05:34:18,23.07,10,高雄,1
0a71600f3443852514678199323b66d0,2020-12-10 19:09:56,22.66,12,高雄,1
0a78564efab60fd2a1104110e3b119df,2020-11-07 02:54:32,22.98,11,高雄,0
0a8d69e88fa562fd959d0a112eb1d92d,2020-08-24 06:25:33,25.03,8,台北,0
0a8fbc9f4ae64c2976690b3e837997c5,2020-12-25 08:29:05,25.01,12,台北,0
0aa8acefc42b58075233d9cad23587ea,2020-09-24 19:37:09,24.14,9,線上,0
0aa9c0259b522cfe2c369ba5ba72f06b,2020-08-21 11:33:51,24.17,8,線上,1
0ac7bb4cfbefdc103b0e0e2cbae31337,2020-12-29 20:28:56,25.08,12,台北,1
0ae54a8f1677fab1eeef8ec8355335af,2020-06-17 21:02:06,24.99,6,台北,1
0b061a412748a8cc262156abd4c488be,2020-03-20 17:52:54,24.83,3,台北,1
0b0789c129523332b07b40995212f1e1,2020-12-17 21:09:46,24.82,12,台北,1
0b0b0032558185e8d4cca7f1d289f864,2020-11-20 08:00:44,25.0,11,台北,1
0b22c5ee0e8f69a9c44f1c27ebde058b,2020-09-30 22:08:02,24.81,9,台北,1
0b2981ba0991977c9d3cfbd11163b604,2020-09-02 08:46:23,37.32,9,台北,1
0b30f26ecae0ef45838c3f2d632b1881,2020-09-23 15:41:19,22.71,9,高雄,0
0b33eda2e532722e8f1ffedd9df2ecc2,2020-10-12 21:45:37,23.15,10,高雄,0
0b3935318b9178820edbd038833f75db,2020-12-28 06:33:52,22.64,12,高雄,1
0b4f55fd3df3dee12570394e78c20821,2020-05-09 08:17:19,24.12,5,線上,1
0b6c9713a937128c1c6802352b1c44a1,2020-07-29 19:15:25,24.78,7,台北,0
0b722301742a27e1d26fd430b8a995a7,2020-06-04 15:33:26,24.75,6,台北,1
0b75c7b1dd2269be137debf65cf7a24e,2020-11-27 08:50:45,25.03,11,台北,0
0b762951a702cf96a55f14852c80e696,2020-12-19 05:12:35,24.1,12,線上,0
0b7cdfcb10ac2ecd6a2870f2b2550ce1,2020-11-22 17:54:48,25.08,11,台北,0
0b909298b55dfaed76ae8f0fe5e8ddc6,2020-09-06 13:06:26,25.11,9,台北,1
0bb9817c3ae232921ea4c66abd8db7b9,2020-08-22 16:00:18,22.37,8,高雄,0
0bba93d75b649b386b07de57627d455a,2020-05-22 20:38:52,25.1,5,台北,1
0bbf22262dd276f2c7631d271c014cdf,2020-10-21 19:36:25,22.8,10,高雄,0
0bbfb71922fb2bbc454e42e672f42784,2020-12-31 06:50:03,22.47,12,高雄,1
0bc3759afcdc01e1ca3a7ce7c2a05546,2020-09-14 11:14:43,25.01,9,台北,0
0bc81f9c654dcf7bd64915ed22109553,2020-06-07 19:54:51,24.79,6,台北,0
0bd0da13dd659a13e0adb3a0c6b94a2d,2020-11-14 13:47:44,25.04,11,台北,0
0bd2c20538840a9c2a4c486e31c009cf,2020-08-08 21:24:12,24.79,8,台北,1
0bda908efe54c7c2a8b183d5bdb8844c,2020-09-24 21:40:59,25.04,9,台北,0
0bdcbeeb5e42a04075541f0d55b79ef3,2020-05-21 05:22:11,24.17,5,線上,0
0bf88c341fd34985032bf11dadd2a3ae,2020-09-18 04:28:02,25.14,9,台北,0
0c0166b866ed7c47312a70ab1ae9599a,2020-02-29 16:47:15,22.92,2,高雄,1
0c09dd584127a35ea0d5ee9edb835085,2020-11-28 14:29:03,23.84,11,線上,0
0c1051349a8375774672b3e6b4cc6bd1,2020-11-29 13:08:11,24.13,11,線上,0
0c3df1d4728443cfb162d9af63607239,2020-08-31 20:56:54,24.99,8,台北,0
0c40a1dcd5b58cb5f990b99e85a176a0,2020-11-20 08:13:32,25.01,11,台北,0
0c616173dfb2d78baa181d375fa74d72,2020-12-28 11:09:42,25.05,12,台北,1
0c7a83cc159912f98e1d2d56822c456e,2020-09-09 13:25:36,25.04,9,台北,1
0c844bb9ce454060fe46e09216f239d7,2020-11-24 19:18:12,25.0,11,台北,0
0c99767ae8a18094cbe440aa332fbf49,2020-11-26 16:18:00,25.02,11,台北,1
0ca730bc05d3cacf5e2d28326b48e553,2020-03-29 07:35:55,25.01,3,台北,0
0ca7ca1820aca387362ca767d2044d42,2020-12-31 14:23:42,24.99,12,台北,0
0cb9d156342d73f3bbfcd1f406335a33,2020-09-27 14:03:44,25.04,9,台北,1
0cd3f6c0f3878564bf8f8488850d0768,2020-03-18 05:44:53,25.05,3,台北,1
0cd4413efa30e459dc78c11e9e40f0ad,2020-03-17 19:28:19,22.86,3,高雄,0
0cdd9a26a584ae097d9e553c22495f53,2020-12-06 21:41:36,25.0,12,台北,1
0ce4c6e3ed9ca395bd06c2395dcc7628,2020-11-10 21:57:51,25.22,11,台北,1
0ce7e9ea9b18d1adb81172ecc212c76b,2020-08-13 20:43:21,24.6,8,台北,1
0cea24d6f0cc98a327fe76896254aef5,2020-12-21 21:11:33,25.09,12,台北,0
0cf51558f7c7820a6696cab30eb055ec,2020-05-16 11:47:56,25.06,5,台北,1
0d04405765177cbc5f878c16f66cd79e,2020-11-29 20:32:20,24.1,11,線上,0
0d0548f6a37f34e7d5c014c49a2e352d,2020-09-05 15:52:11,23.05,9,高雄,1
0d07184c7389ea11961b13c1872dfe27,2020-08-06 20:09:41,24.99,8,台北,0
0d1232547ff40b5e3affd736f24922ef,2020-09-23 21:41:11,24.99,9,台北,1
0d140e044e3c90677186bcd4fdf6d29b,2020-06-25 18:46:55,23.12,6,高雄,1
0d191cb121dffdea57af760bda03c059,2020-08-09 18:41:50,24.69,8,台北,0
0d26e6b4b3eee07911a045b3d7ec63df,2020-11-19 15:06:07,23.0,11,高雄,1
0d3028f14283238730eed675c9944219,2020-11-28 07:39:35,23.72,11,線上,0
0d4c1eb5207156fbc0633dd5dec0e1fc,2020-08-18 20:37:21,25.08,8,台北,1
0d58794cc3bcfc68148be9accb783146,2020-09-28 21:45:52,25.07,9,台北,0
0d6dae9736116ab41c6ef9fcfefa5be3,2020-12-20 18:19:13,22.62,12,高雄,0
0d716a8ce372b4f24089b81c9810ace1,2020-11-26 16:31:12,23.6,11,線上,1
0d76c3378c285b22db8efd6025cad8be,2020-09-25 07:37:07,25.07,9,台北,0
0d8936de26b9f4c9f8046c09c5345bb1,2020-07-24 18:47:07,24.17,7,線上,1
0d95eca96beaf5e35dff22b3cfb8ad2c,2020-12-07 20:34:36,25.14,12,台北,0
0dd144666586d88696e423a176978eeb,2020-12-27 20:11:08,22.66,12,高雄,0
0df96dd33556e4332369289c1aaa4557,2020-11-19 20:15:38,24.98,11,台北,1
0dfb217149758bce263c369f54b3409e,2020-10-20 21:24:35,25.0,10,台北,0
0e0366dad6732a8a07d1302c5d3e11b4,2020-12-31 11:33:56,25.05,12,台北,0
0e11bc70a9d2faf80d1a609f128646ba,2020-10-14 21:47:52,25.05,10,台北,0
0e3741a3d18954c17a57d9c5ec3ca272,2020-12-23 20:29:27,22.62,12,高雄,0
0e412ed888808c9157d75e982857ab2e,2020-12-24 20:00:15,22.65,12,高雄,1
0e414bc4e39ec63f9c7e9df6132b0f34,2020-12-26 19:10:30,24.07,12,線上,0
0e4b46a26afcc0f19db4fad3873541cc,2020-11-20 06:30:07,25.06,11,台北,1
0e55801d183472dd770929d414ee0068,2020-11-26 18:33:20,24.9,11,台北,0
0e7e73fd641fe7d8e788b8f6cb643c17,2020-12-29 09:02:18,24.82,12,台北,0
0e96a7ebd375b5650a534814f2722f08,2020-04-25 10:10:21,25.03,4,台北,1
0eca0beeac7e809d4299fb20ed963d9e,2020-08-15 21:32:34,25.03,8,台北,0
0ecde0b2bad3f2ac441fd5dcb24021a7,2020-12-17 19:25:46,25.03,12,台北,0
0ed2d65f46dc75e6d2945ab46fc36efb,2020-11-10 20:50:56,25.01,11,台北,1
0ee1f662707bf924f037936c32a60730,2020-11-29 20:30:23,25.0,11,台北,0
0eea8ff9d4616cbc17c1eb4586021799,2020-05-05 21:42:52,25.12,5,台北,0
0eec23d26d0eabc2fd871f1f5ac91ef0,2020-11-28 10:45:47,25.04,11,台北,0
0ef0e9fc465c893884d33c95c9a7b590,2020-10-05 05:33:04,24.09,10,線上,0
0f03ab442e23f4357a06e937c9342ac3,2020-07-10 19:35:35,25.02,7,台北,1
0f092ef118dca96e82cd71a501d68504,2020-10-24 07:06:32,22.88,10,高雄,1
0f0fd8b496cbdd66bad831d57018f19c,2020-11-19 22:27:55,23.18,11,高雄,1
0f2025f31cba4dec3130f99200b33416,2020-09-05 05:35:15,24.98,9,台北,1
0f2798441b032ccdb0c6d4bce3b06637,2020-10-31 16:24:19,25.01,10,台北,1
0f3e3970a08efa0c8457820765b18e04,2020-11-30 12:08:31,25.06,11,台北,0
0f49d2a2cdb212624dceb1af3136a424,2020-12-27 14:58:52,25.02,12,台北,0
0f4b6a74eb1da877dfd7332f20294bb3,2020-12-27 14:29:31,25.02,12,台北,1
0f4de57529e5d6d55f6b8d9de08dd5ad,2020-05-19 20:34:33,25.13,5,台北,0
0f5543f895a5bf11aa4b35febe952491,2020-12-23 17:42:13,22.62,12,高雄,1
0f65ab068d6b6b0a73d6275396b318ff,2020-08-15 06:22:28,25.04,8,台北,0
0f736bfe48748dadbb86fe59d69bf5a5,2020-12-11 22:31:52,22.66,12,高雄,0
0f7fd30661918665225f72c729872ef2,2020-11-28 15:08:15,24.96,11,台北,0
0fd31ca555a2ed0b8e79ba7917f69999,2020-09-08 14:10:37,25.04,9,台北,1
0ff0f7b081f92919ea94d0a4b5973861,2020-09-21 22:11:56,24.13,9,線上,1
0ffcac6f7dedf210e3dd14fb00c7c8d1,2020-11-22 11:11:33,25.06,11,台北,0
10246a2587f6312a0f972f8284153a93,2020-11-28 19:57:23,25.08,11,台北,0
103661f68ab6d0075e1c9db54d6070b7,2020-06-05 06:29:39,25.07,6,台北,1
103df62dc6b453d0c360559ec00884c8,2020-12-27 07:49:44,24.78,12,台北,0
1046c82944cdcd2a4809c0641045455d,2020-06-20 19:54:49,25.08,6,台北,1
1047034be34532d31df4536fb1fb0245,2020-08-23 19:38:58,24.97,8,台北,1
1060b34a337a9f086387fdd15dced573,2020-12-07 19:32:10,25.09,12,台北,0
10685e654bd51e0c435089cf75d71ba9,2020-09-01 05:12:46,25.0,9,台北,0
107d60f61c3ae9392518bac0c63e8c54,2020-09-30 23:27:08,25.03,9,台北,1
109c7c80daea5b3e9c99ab9c243b4d8c,2020-09-29 18:22:53,31.23,9,台北,0
10b740cc4418c1e718f98b7e2a05acad,2020-01-23 22:16:16,25.09,1,台北,1
10baf80b686514a961c9bc965ff6b261,2020-10-04 19:16:57,25.03,10,台北,1
10bd065f7abc6c52e14b2ea333c74d7e,2020-09-17 22:06:54,25.06,9,台北,0
10c6715909736073565b7079ef1aa768,2020-11-23 20:36:25,25.07,11,台北,1
10cf397bb8945718a7e992a446256a53,2020-11-29 19:21:46,24.99,11,台北,0
10d21391e1b4431fcccba964b3bf4d4b,2020-09-06 17:40:04,25.02,9,台北,0
